,date,mean_1_return,mean_amc
0,2013/2/11,0.0,4092442.1470588236
1,2013/2/12,-0.1137411247899161,5122821.705882353
2,2013/2/13,0.2904221156680674,5132085.976890757
3,2013/2/14,0.16173189313655462,5482383.4327731095
4,2013/2/15,0.03363225210294079,5734999.006302521
5,2013/2/19,0.007995136130252366,5274364.844537815
6,2013/2/20,0.6299644795210083,5667892.781512605
7,2013/2/21,-1.5187416542752108,6042141.30882353
8,2013/2/22,-0.7797265755819325,4651068.323529412
9,2013/2/25,1.041468764943277,5768131.99579832
10,2013/2/26,-1.8888775841218481,5708278.37815126
11,2013/2/27,0.5950731532584036,4946661.079831933
12,2013/2/28,1.4915145985567233,5398288.24579832
13,2013/3/1,0.06565556779201699,5240415.142857143
14,2013/3/4,0.2531420264054621,4678854.397058823
15,2013/3/5,0.5112395222226891,5070163.24579832
16,2013/3/6,1.0198113689768915,4737881.132352941
17,2013/3/7,0.12888534378991578,4781454.8487394955
18,2013/3/8,0.15517738564915962,5015644.50420168
19,2013/3/11,0.6197953216365547,4490909.836134454
20,2013/3/12,0.2554164176785714,4617338.594537815
21,2013/3/13,-0.22003506914075643,4130893.842436975
22,2013/3/14,0.40863304666176437,4638289.49789916
23,2013/3/15,0.5154688778214284,7499056.510504202
24,2013/3/18,-0.30394178019327744,4627813.701680672
25,2013/3/19,-0.5639635117163863,5329456.273109243
26,2013/3/20,-0.3383070068466385,4784683.693277311
27,2013/3/21,0.8922511750630253,4824582.661764706
28,2013/3/22,-0.911032925195378,4442355.323529412
29,2013/3/25,0.5633092317226889,4738906.18907563
30,2013/3/26,-0.3325022354411764,4118806.067226891
31,2013/3/27,0.7852050211806721,4040547.2289915965
32,2013/3/28,0.08688202337394955,4701641.735294118
33,2013/4/1,0.6928664963214279,3868920.93697479
34,2013/4/2,-0.6768483788865552,4697482.224789916
35,2013/4/3,0.1117509218991598,5704341.300420168
36,2013/4/4,-1.183044730760505,4762717.24789916
37,2013/4/5,0.5708555835525215,5235664.478991597
38,2013/4/8,-0.33148731844327745,4109950.4831932774
39,2013/4/9,0.836660915098739,4340293.025210084
40,2013/4/10,0.2380187795294119,4668486.899159664
41,2013/4/11,1.2483591744180687,4932952.590336135
42,2013/4/12,0.5472489480609245,4282010.62394958
43,2013/4/15,-0.3720126911659661,5551551.68487395
44,2013/4/16,-2.7844816617920167,4882767.19117647
45,2013/4/17,1.603447418153363,6205832.99579832
46,2013/4/18,-1.4425683222773116,5537721.426470588
47,2013/4/19,-0.6757246442605044,5364339.3697478995
48,2013/4/22,1.1629024815336149,4540836.510504202
49,2013/4/23,0.32476644635084057,5430300.550420168
50,2013/4/24,1.226537835638657,5532043.4327731095
51,2013/4/25,0.22725161298529378,5758489.760504202
52,2013/4/26,0.6509724550189073,
53,2013/4/29,-0.4037379249222688,4268561.237394958
54,2013/4/30,0.6648702254936979,5269595.674369748
55,2013/5/1,0.4379732864264712,5017789.319327731
56,2013/5/2,-0.989200553004201,4778497.49789916
57,2013/5/3,0.9682915732542011,4936767.12394958
58,2013/5/6,1.2610136721743694,4511958.760504202
59,2013/5/7,0.26927148561554565,4666809.115546218
60,2013/5/8,0.5675826684432774,4832280.201680672
61,2013/5/9,0.4323054679852937,4809958.100840336
62,2013/5/10,-0.3773777539705886,4145396.754201681
63,2013/5/13,0.6580025928613443,3993554.1092436975
64,2013/5/14,-0.12455061916386564,4842264.25420168
65,2013/5/15,1.2202948487058822,5153673.659663865
66,2013/5/16,0.5834296627478989,5345981.18907563
67,2013/5/17,-0.663648830497899,5050030.155462185
68,2013/5/20,1.1015691269369747,4322903.466386555
69,2013/5/21,-0.12950642730252102,4780086.8172268905
70,2013/5/22,0.09383525338235325,6254435.94117647
71,2013/5/23,-1.2312141656323534,5322994.144957983
72,2013/5/24,-0.25676287232983197,3883356.556722689
73,2013/5/28,-0.2285218925819329,4831158.363445378
74,2013/5/29,0.6696022407773113,4763490.19117647
75,2013/5/30,-0.8850251109474806,4610038.24579832
76,2013/5/31,0.46994105521848734,5634127.443277311
77,2013/6/3,-1.299452305504201,5447346.918067227
78,2013/6/4,0.18717151578991545,5158665.575630252
79,2013/6/5,-0.6615533265126059,5348511.720588235
80,2013/6/6,-1.3851915784726903,5230508.329831933
81,2013/6/7,1.0026369595903368,
82,2013/6/10,1.297870215602941,4416665.233193277
83,2013/6/11,-0.05740390109873967,4436284.554621848
84,2013/6/12,-1.0924659320693277,4258912.06092437
85,2013/6/13,-0.8755982683088241,4311270.665966387
86,2013/6/14,1.6963841822331922,3825831.155462185
87,2013/6/17,-0.445911673042017,4506999.600840336
88,2013/6/18,0.7989437732605049,4091756.949579832
89,2013/6/19,0.8203785661071424,4758630.792016807
90,2013/6/20,-1.4395957687163874,6432987.68907563
91,2013/6/21,-2.658249438294119,8335882.968487395
92,2013/6/24,0.23679588151680733,6461202.920168067
93,2013/6/25,-1.119985969165967,5160167.3907563025
94,2013/6/26,1.1319055126701674,4662805.611344538
95,2013/6/27,0.9076708300672275,4518328.464285715
96,2013/6/28,0.9768970238319332,6658887.054621848
97,2013/7/1,-0.31495169706722725,4290740.726890757
98,2013/7/2,0.6358645349957988,4590648.892857143
99,2013/7/3,-0.19519442838025228,2411634.844537815
100,2013/7/5,-0.005303263439075371,3179990.287815126
101,2013/7/8,1.0831800672983192,4235460.766806723
102,2013/7/9,0.42152471968907507,4436845.731092437
103,2013/7/10,0.8098230032163863,4240339.289915967
104,2013/7/11,0.15185929376680715,4811396.718487395
105,2013/7/12,1.4515748851533596,4472254.768907563
106,2013/7/15,0.37270441943067256,
107,2013/7/16,0.16652381326260485,
108,2013/7/17,-0.506084190598739,4249506.418067227
109,2013/7/18,0.27822172090966396,4800081.296218487
110,2013/7/19,0.6806307307668066,5321074.739495798
111,2013/7/22,0.28702371332142873,3860269.25
112,2013/7/23,0.2242037186218488,4216107.886554622
113,2013/7/24,-0.1697532708991594,4798978.1407563025
114,2013/7/25,-0.6231019946281504,5579892.794117647
115,2013/7/26,0.473192416138656,4533601.99789916
116,2013/7/29,0.050028108472688994,4058531.649159664
117,2013/7/30,-0.3911481666764708,4659417.575630252
118,2013/7/31,0.18828868663445372,5538107.707983193
119,2013/8/1,0.17237498086764722,4904160.193277311
120,2013/8/2,1.6019085179684862,4088683.4411764704
121,2013/8/5,0.047676932703781365,3376290.668067227
