,date,mean_1_return,mean_amc
0,192607,0.0,50.1528
1,192608,1.4341399999999986,51.468399999999995
2,192609,2.5320120000000013,53.4128
3,192610,-0.8933120000000018,53.19160000000001
4,192611,-3.274840000000001,51.282
5,192612,2.618088,52.514399999999995
6,192701,2.57886,53.6452
7,192702,0.7836680000000023,53.8984
8,192703,5.887836000000002,56.3492
9,192704,-1.125451999999999,55.9868
10,192705,1.2585559999999993,56.092800000000004
11,192706,6.997348000000001,58.9948
12,192707,-0.9851240000000004,54.906800000000004
13,192708,7.127872,59.0708
14,192709,1.152687999999999,59.8992
15,192710,2.8910159999999996,62.5224
16,192711,-4.4448479999999995,59.588
17,192712,9.103343999999998,63.54280000000001
18,192801,3.3313199999999985,64.898
19,192802,1.4609519999999998,64.3936
20,192803,-2.266415999999999,63.233999999999995
21,192804,9.295528000000001,68.80760000000001
22,192805,5.852472000000001,71.82600000000001
23,192806,3.201000000000001,72.4148
24,192807,-7.209568000000001,70.414
25,192808,0.42171599999999787,70.6768
26,192809,5.841616000000001,75.026
27,192810,4.549760000000003,77.2692
28,192811,1.5950159999999973,78.3296
29,192812,12.273139999999998,87.7584
30,192901,-0.6954320000000012,87.71480000000001
31,192902,2.8420400000000026,91.64399999999999
32,192903,0.5396680000000011,91.99640000000001
33,192904,-3.089247999999999,91.65
34,192905,0.9237639999999995,93.1
35,192906,-8.80354,88.24680000000001
36,192907,8.338512000000001,102.43319999999999
37,192908,1.9762599999999992,107.3692
38,192909,2.631144,117.47279999999999
39,192910,-4.757572,111.508
40,192911,-19.0102,92.71520000000001
41,192912,-11.754923999999999,81.858
42,193001,-1.3954560000000003,82.5844
43,193002,7.308019999999998,85.77680000000001
44,193003,3.219412,87.7112
45,193004,8.763184,93.8688
46,193005,-4.679211999999999,90.7312
47,193006,-2.8712479999999982,89.2888
48,193007,-16.54542,64.7796
49,193008,4.472636,67.6748
50,193009,-2.8263640000000003,66.53479999999999
51,193010,-17.420792,57.571999999999996
52,193011,-11.321980000000002,52.245200000000004
53,193012,-2.557576,50.292
54,193101,-13.543068,45.5572
55,193102,11.167559999999998,48.955200000000005
56,193103,15.910172000000005,53.943599999999996
57,193104,-6.181636000000001,49.47559999999999
58,193105,-14.953231999999998,44.1848
59,193106,-13.690871999999999,37.602399999999996
60,193107,17.127875999999997,43.3364
61,193108,-7.765484,39.89
62,193109,-0.9188720000000012,39.787200000000006
63,193110,-32.452384,27.3692
64,193111,7.916043999999999,29.395200000000003
65,193112,-11.047676000000001,25.968000000000004
66,193201,-17.823896,21.4296
67,193202,3.7920520000000004,21.454
68,193203,1.1486479999999992,22.370800000000003
69,193204,-10.883528000000002,19.6056
70,193205,-18.469056000000002,15.8004
71,193206,-20.558296,12.3308
72,193207,3.2818720000000003,13.0428
73,193208,50.645156,18.6472
74,193209,60.935388,26.862799999999996
75,193210,-7.050432000000001,25.883200000000002
76,193211,-18.770384,21.7016
77,193212,-10.141827999999999,19.8064
78,193301,-3.3224359999999984,20.3608
79,193302,6.687847999999998,20.945999999999998
80,193303,-19.467444,17.3784
81,193304,7.830008000000001,18.1948
82,193305,49.900256,26.219199999999997
83,193306,55.673460000000006,32.644800000000004
84,193307,22.889200000000002,36.356
85,193308,-10.0541,32.617200000000004
86,193309,11.881916,37.2296
87,193310,-14.867815999999998,32.241200000000006
88,193311,-11.654208,28.874400000000005
89,193312,7.246591999999997,31.8988
90,193401,1.1872680000000004,32.6912
91,193402,30.806096000000004,37.9396
92,193403,0.7312520000000012,36.726400000000005
93,193404,1.0757160000000001,36.5828
94,193405,-1.110984000000001,35.5496
95,193406,-10.290088000000003,32.2488
96,193407,0.3453479999999983,36.0512
97,193408,-19.968172,30.6528
