Best_dup0,EW_dup0,MV_dup0,EG_dup0,ONS_dup0
1.0,1.0,1.0,1.0,1.0
1.07895,1.0074825,1.009434868298492,1.0074825,1.0074825
1.02439,0.9994941666666667,1.00345485869692,0.9994982632627113,0.9981976361752168
1.02866,0.9996558333333333,1.0001681625452072,0.9996663757966991,0.9947416879646915
1.08333,1.0061802777777777,0.996970011380155,1.0061668549761291,1.0147596665082592
1.04878,1.0016116666666666,1.004636265040985,1.0016212070541868,0.9959372929680577
1.03084,0.9943305555555556,0.9969121262895471,0.9943406957016622,0.9856072575115806
1.09091,0.9987530555555556,1.0023411663454251,0.9987236268848285,1.0153732698477893
1.04938,1.0051952777777777,1.0039859429396285,1.0051911112187029,1.006201941537085
1.10448,1.0027066666666666,1.0006652916840124,1.0027106459090818,0.9989281009489038
1.10811,1.0044780555555555,1.011182752434957,1.0044948320413996,1.0023146621090608
1.06494,0.9974497222222222,0.9988231392081424,0.9974472793055065,0.9938070236545834
1.04348,1.0019752777777777,0.9984293495597325,1.0019402141017673,1.0088758957856778
1.01437,0.9964130555555556,0.9979543085564885,0.9964044298335402,0.9996696321170981
1.01366,0.9972213888888889,0.9963993887454409,0.9972182738489197,0.9968865291540234
1.02513,0.9965955555555556,0.9977793987518145,0.9966091057517329,0.992608407910182
1.02451,0.9910283333333333,0.9944551690920221,0.9910475355588237,0.9765201507523414
1.1,1.0111155555555555,1.0107138125862443,1.011081637014999,1.0298196946748381
1.03056,1.0039283333333333,1.0039145648829686,1.0039263360803476,1.0039918559920376
1.09091,1.0001919444444445,1.0020348116879962,1.0001608720389377,1.0135810144127366
1.0625,1.0038194444444444,1.002128199722919,1.0038369021103977,0.9959739163300904
1.02941,0.9942233333333333,0.992961151322986,0.9942162284872805,0.9977786480990662
1.02353,0.9935852777777777,0.9911556596218439,0.9935681120407406,1.0004005136298961
1.03086,0.9994191666666666,0.9981496662053675,0.9994389308512122,0.9911757632838952
1.04545,0.9953805555555556,0.9964223604614938,0.995376160070774,1.000102421793962
1.04348,1.0006875,0.997358188447545,1.0006777203722934,1.0044724548036337
1.02256,0.9951158333333333,1.0009702752529022,0.9951326429387757,0.9894934523619304
1.04348,0.9858388888888889,0.9873379726847974,0.9858068284092192,0.9961558179188804
1.01944,0.9944063888888889,0.9992753796823846,0.9944134954420957,0.9892139507975879
1.06579,1.0099069444444444,1.0060370432683796,1.009912207568971,1.0046425980958151
1.04545,1.0041833333333334,1.0066384508689323,1.0041825688330581,1.0042392753733502
1.01747,0.9996161111111111,1.0008876994027356,0.9996142107483564,0.9989101312453494
1.04545,1.0077172222222222,1.0075141249956854,1.0077044911494137,1.0121317916608237
1.03165,1.0016697222222222,1.0011434145223692,1.0016642808237994,1.003854927474493
1.04545,1.0049897222222222,1.0098064155504132,1.0049875619611197,1.0067532939765838
1.04115,1.0008302777777778,0.9982322083815959,1.0008341131500422,0.9987573024087719
1.03125,1.0012391666666667,1.0064577262986325,1.0012560897929834,0.990195306422171
1.2,1.0006122222222222,0.9952657774301789,1.000542274644758,1.0360120309777687
1.02181,1.0002880555555556,1.0037273242274714,1.0003068206059418,0.9888791823051836
1.04545,0.9965994444444445,0.9948100587984319,0.9965926161740082,0.9998877551185879
1.01961,0.9974283333333334,1.0000712814669563,0.9974185190217606,0.9983773096232916
1.02,1.0057441666666667,1.0076117351245033,1.0057542080104753,1.0002116144710211
1.0303,0.9980244444444445,1.0001113109791426,0.9980286959373698,0.9983899632760971
1.09091,1.0081469444444444,1.0078029950993603,1.0081303733628628,1.0186779702033342
1.01724,0.9980463888888889,0.9974976209590993,0.9980519323485588,0.9930845393018289
1.021,1.0023372222222222,1.0050849921252583,1.0023500347451768,0.9931452996641035
1.09091,1.0069561111111112,1.0040357788917456,1.0069220839011108,1.0216373652764419
1.01613,0.9966419444444444,1.0011345711949309,0.9966324495445704,0.9986640462357845
1.0129,0.9994138888888889,0.9988509962180094,0.9994094884527586,1.0010881523904005
1.02564,1.0015975,0.9999897381031261,1.0016151916227758,0.9898582350017556
1.06061,1.0009516666666667,1.0068663264859539,1.000966022957229,0.9947931516384284
1.04464,1.0054069444444445,1.0049109108405978,1.0054133658474007,1.0004928774622739
1.1,1.0059183333333332,1.0056732084448514,1.0058843981909682,1.023695182917449
1.03059,1.0057533333333333,0.9983605618216964,1.0057496023344752,1.0057933764394373
1.03265,1.0062208333333333,1.001518340680673,1.00623752184635,0.998584746390884
1.02685,0.9982719444444444,0.999950252702807,0.9982693615043019,0.9988605220759924
1.02439,0.9962688888888889,0.9989112197718073,0.9962779773768231,0.9891560237762683
1.03896,1.006741111111111,1.004013868386349,1.0067348871407036,1.0108940587393735
1.1,1.0108052777777778,1.006263217987217,1.0107627736949043,1.0361064077683138
