,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,BIG HiBM
192607,-99.99,0.93,-99.99,1.22,1.25,1.56,1.95,0.75,1.52,0.92,3.72,2.63,4.3,3.95,-99.99,3.47,3.1,2.96,3.3,3.3,4.81,5.06,4.86,5.74,5.89,-99.99,5.38,5.16,5.03,5.49,8.64,8.47,8.25,-99.99,8.39,7.76,8.5,8.7,8.34,8.59,12.98,11.07,11.86,11.73,13.41,11.81,12.1,12.52,11.01,11.23,16.77,16.46,17.38,16.65,14.2,17.07,17.05,15.49,14.46,14.69,28.31,24.69,26.33,26.39,27.52,24.65,28.53,27.63,24.99,31.05,48.42,47.84,40.93,45.65,45.6,50.73,49.97,43.52,40.64,41.77,90.53,93.03,90.63,106.13,78.05,79.58,94.5,92.8,87.63,-99.99,284.38,344.56,388.8,433.77,342.23,335.52,271.35,184.19,180.73,-99.99
192608,-99.99,1.05,-99.99,0.97,1.17,1.49,1.85,0.87,1.49,0.89,3.94,2.47,3.36,4.33,-99.99,3.43,3.12,2.86,3.19,3.78,4.81,5.2,5.07,5.72,5.84,-99.99,5.28,4.9,4.8,5.47,8.61,8.83,8.63,-99.99,8.34,8.02,8.39,8.57,8.3,9.04,13.79,10.53,11.98,12,12.68,12.86,12.16,12.48,11.11,10.79,17.16,17.14,17.56,17.88,14.55,16.52,16.92,17.12,14.35,14.31,28.73,24.65,26.12,26.59,28.66,25.75,28.71,27.35,25.9,33.12,49.35,48.38,41.3,47.1,45.27,50.6,49.62,44.09,43.15,38.81,98.63,94.41,92.42,107.74,78.64,80.51,99.99,93.98,87.85,-99.99,293.28,348.11,461.72,439.19,348.89,343.04,278.22,184.81,182.28,-99.99
192609,-99.99,1.08,-99.99,1.05,1.25,1.44,1.75,0.85,1.41,0.98,3.79,2.49,3.3,3.82,-99.99,3.54,3.06,2.98,3.35,4.42,5.25,4.96,4.93,5.51,6.1,-99.99,5.15,4.93,5.1,5.4,8.8,9.35,8.76,-99.99,8.4,8.64,8.07,8.95,9.74,9.7,13.79,10.46,12.02,12.32,13.13,13.15,12.61,12.94,11.86,9.9,17,16.81,18.46,17.84,15.12,16.49,17.64,17.88,16.72,14.92,28.96,24.79,27.51,26.82,29.31,25.35,27.38,28.81,27.53,35.5,49.65,49.18,42.84,48.41,45.64,52.62,50.34,47.28,47.43,36.28,98.01,92.36,94.64,107.68,81.13,80.63,102.78,96.79,91.51,-99.99,293.23,359.53,499.02,452.41,350.86,351.92,293.33,196.01,202.74,-99.99
192610,-99.99,0.88,-99.99,1.01,1.17,1.41,1.67,0.76,1.42,1.06,3.67,2.22,2.64,4.02,-99.99,3.28,3,3.01,3.26,4.41,5.25,4.51,4.82,5.52,6.09,-99.99,5.26,4.88,4.7,5.33,8.94,8.96,8.31,-99.99,8.41,8.85,7.7,8.5,11.09,9.83,13.43,9.67,11.77,12.4,12.81,12.99,12.58,13.96,10.78,9.82,17.25,16.66,18.42,18.17,14.69,15.86,18.35,17.7,16.72,14.36,27.68,22.49,26.61,27.34,28.17,24.77,27.87,29.32,26.73,34.47,53.18,49.98,41.91,48.25,44.58,51.4,50.92,46.65,50.03,39.94,96.47,87.75,94.34,106.99,80.93,81.09,99.57,96.89,87.91,-99.99,290.67,351.58,551.67,450.64,346.49,354.24,291.38,194.14,197.47,-99.99
192611,-99.99,0.84,-99.99,0.89,1.11,1.16,1.73,0.69,1.28,1.04,3.21,2.22,2.62,3.86,-99.99,3.19,3.02,3.46,3.07,4.52,4.81,4.18,5.06,5.4,6.16,-99.99,4.95,4.19,4.62,5.01,8.91,9.06,7.67,-99.99,8.13,7.62,6.9,7.99,12.82,9.29,13.08,9.13,11.31,11.85,12.5,12.76,12.14,13.43,10.25,13.12,16.51,15.15,18.05,18.15,15.03,16.02,17.68,17.74,15.48,13.92,27.63,21.92,25.68,27.31,27.42,24.43,26.87,28.06,24.14,31.15,49.7,48.33,41.58,46.34,43.74,49.89,49.61,45.2,48.08,43.17,94.18,84.85,91.89,103.01,74.91,79.02,96.79,91.91,80.93,-99.99,277.81,348.37,514.13,447.49,341.04,346.1,274.35,192.28,189.72,-99.99
192612,-99.99,0.77,-99.99,1.2,1.12,1.16,1.64,0.67,1.26,1.01,3.49,2.07,2.25,4.22,-99.99,3.27,2.71,3.4,3.21,4.45,5.25,3.72,4.99,4.94,6.32,-99.99,4.53,4.92,4.68,4.99,9.63,9.49,7.95,-99.99,8.39,8.39,7.46,8.18,12.3,10.2,13.93,9.33,11.67,12.75,12.85,12.52,13.29,13.81,10.52,10.95,16.74,15.09,18.61,18.81,15.51,15.66,18.63,18.21,16.63,14.44,26.96,22.18,25.73,28.48,28.35,24.89,29.35,31.51,24.2,31.67,51.08,51.04,42.41,47.32,45.89,51.26,49.93,45.48,50.59,42.89,98.54,88.43,93.9,108.93,76.16,85.5,100.11,94.83,82.34,-99.99,296.22,344.55,505.36,460.55,341.8,347.4,282.54,199.43,195.92,-99.99
192701,-99.99,0.82,-99.99,1.16,1.15,1.19,1.6,0.67,1.25,1.04,4.11,2.11,2.58,4,-99.99,3.17,2.71,3.63,3.13,4.74,6.12,3.75,4.66,5.34,6.49,-99.99,4.56,5.22,4.88,5.34,9.58,9.86,8.17,-99.99,8.23,8.72,7.51,8.39,12.53,10.88,14.34,9.07,11.74,13,13.21,12.26,13.44,13.92,10.65,12.07,15.86,14.3,18.41,20.45,15.01,15.18,19.19,18.8,16.79,14.57,27.84,23.49,25.98,28.17,26.81,24.91,29.76,30.48,23.57,31.77,52.56,51.67,42.93,48.71,46.03,53.51,51.61,47.88,51.24,45,100.04,89.72,94.66,109.19,78.28,88.59,106.05,96.78,86.05,-99.99,296.53,350.38,542.4,461.38,341.1,355.04,301.63,200.05,194.06,-99.99
192702,-99.99,0.99,-99.99,1.01,1.07,1.05,1.82,0.82,1.15,1.15,4.08,2.05,1.89,3.84,-99.99,3.09,2.63,3.82,3.24,4.8,5.25,3.65,4.77,4.85,6.5,-99.99,4.39,5.35,4.92,6.38,9.79,10.62,8.02,-99.99,8.26,8.48,7.55,8.22,14.59,12.36,14.01,8.5,11.44,13.02,13.08,12.26,13.85,13.66,10.74,11.27,16.37,13.87,18.25,21.33,14.76,15.11,19.39,19.72,17.65,14.79,29.9,23.42,26.49,29.4,27.39,24.16,29.39,30.51,24.92,34.78,54.4,51.96,43.63,48.8,45.77,52.87,51.33,48.87,55.71,48.37,101.27,87,94.66,107.63,78.64,95.85,106.13,99.83,88.81,-99.99,290.19,351.4,537.63,466.09,331.83,356.46,298.55,212.81,203.98,-99.99
192703,-99.99,1.1,-99.99,1.16,1.03,1.17,1.74,0.83,1.24,1.26,4.13,2.12,1.53,3.9,-99.99,3.45,2.45,4.26,3.46,5.48,5.25,3.73,4.83,5.43,7.44,-99.99,4.54,5.19,5.03,6.64,10.06,10.72,8.69,-99.99,8.79,8.51,7.85,8.72,16.99,13.63,14.85,8.61,12.11,13.6,14.21,12.77,14.86,13.82,11.54,11.11,17.34,15.35,18.93,23.4,14.91,15.68,19.29,22.42,20.33,17.26,31,25.05,28.26,30.88,28.52,24.39,32.31,30.75,27.28,42.85,58.86,53.37,44.26,50.33,46.09,54.59,54.28,52.62,60.92,52.03,105.24,92.87,99.4,109.73,79.39,97.47,119.97,110.59,93.03,-99.99,301.32,351.47,582.65,480.86,343.69,365.45,306.25,220.28,219.48,-99.99
192704,-99.99,1.27,-99.99,1.71,0.95,0.96,1.57,0.85,1.02,1.22,4.39,2.14,1.62,3.6,-99.99,3.25,2.42,4.1,3.47,5.27,4.38,3.56,4.18,5.63,7.37,-99.99,4.11,4.69,5.25,6.56,9.45,11.04,8.52,-99.99,8.63,7.98,8.22,8.51,14.8,13.9,16,8.23,11.51,13.21,12.97,12.26,15.31,12.96,10.48,10.87,16.96,15.47,18.39,21.37,14.62,15.99,19.02,21.61,18.83,16.7,32.97,22.91,28.24,32.81,29.92,24.11,31.56,29.72,26.66,46.16,55.21,52.94,43.61,49.3,44.18,53.8,54.01,50.7,66.22,55.27,106.01,91.29,99.16,101.97,79.07,100.6,113.63,104.43,86.95,-99.99,302.16,350.96,611.07,485.65,334.22,368.89,313.73,216.54,212.97,-99.99
192705,-99.99,1.38,-99.99,1.72,0.91,0.89,1.53,0.92,1.37,1.24,4.73,2.03,1.86,3.88,-99.99,3.46,2.49,4.26,3.47,5.8,4.59,3.48,4.15,5.43,7.35,-99.99,3.98,4.66,5.32,6.89,8.94,10.98,7.85,-99.99,8.48,8.16,8.19,8.44,16.87,14.28,16.15,8.15,11.27,13.18,12.94,11.68,16.34,13,10.93,10.87,16.01,15.25,19.24,21.92,14.48,15.86,18.77,22.07,20.71,15.52,32.95,21.55,28.49,33.72,31.45,23.75,32.66,29.76,28.46,44.3,54.32,53.81,45.97,49.32,43.09,51.96,54.03,48.53,73.84,58.08,108.66,92.29,101.38,97.6,79.92,99.09,110.95,100.51,81.67,-99.99,317.57,346.48,642.43,477.68,327.69,373.62,313.81,214.05,209.87,-99.99
192706,-99.99,1.29,-99.99,1.57,0.94,0.95,1.88,0.99,1.68,1.32,5.33,1.95,1.77,4.43,-99.99,3.45,2.79,5.07,3.95,6.13,4.38,3.76,3.85,5.64,7.9,-99.99,3.96,4.98,5.65,8.88,8.77,12.77,8.31,-99.99,8.66,8.88,8.87,9.36,18.43,16.05,17.41,7.91,11.88,13.58,13.24,12.25,15.53,13.11,14.49,16.38,16.59,15.65,20.54,25.46,15.28,17,18.97,26.73,21.84,16.06,34.65,21.79,29.95,37.09,32.1,24.41,35.32,30.87,30.96,46.68,56.33,56.61,49.79,51.01,44.72,54.35,58.65,50.81,79.05,61.87,114.82,99.1,106.96,104.58,83.48,103.51,119.81,109.78,85.15,-99.99,335.81,359.92,664.43,496.03,343.87,392.59,325.97,228.99,220.72,-99.99
192707,-99.99,0.11,1.76,0.87,1.34,1.08,1.24,1.25,0.88,1,3.58,2.4,4.48,3.5,2.86,3.08,3.1,3.38,3.13,3.11,6.04,6.61,6.49,6.07,5.86,5.84,6.48,6.41,5.92,6.55,10.56,9.29,9.49,9.21,9.13,9.02,9.11,9.92,8.79,9.83,12.08,12.5,12.8,13.12,13.37,12.38,13.39,12.56,12.73,12.5,19.99,19.3,18.7,18.07,15.68,19.03,20.19,16.61,18.6,19.04,26.75,29.45,32.01,29.77,26.28,31.25,31.04,28.09,31.6,25.95,54.32,54.77,51.94,52.68,47.1,51.99,47.79,41.89,37.35,42.35,96.65,111.36,93.92,94.25,100.28,-99.99,75.45,100.8,74.26,-99.99,391.82,300.09,556.16,353.49,394.61,322.76,313.02,258.38,-99.99,-99.99
192708,-99.99,0.17,2.25,1.12,1.4,1.18,1.46,1.25,0.97,1.01,4.69,2.71,5.17,3.46,2.99,3.19,3.16,3.39,3.43,3.13,6.56,6.93,6.67,6.11,5.83,5.96,6.66,6.97,6.2,6.96,11.16,9.74,9.47,11.05,9.21,10.07,9.68,10.68,8.72,10.28,13.07,11.93,14.01,13.55,14.31,12.54,13.8,13.02,12.82,12.22,20.75,20.31,19.74,18.61,17.57,19.53,20.99,16.13,19.18,23.34,29.3,30.28,33.37,33.28,27.56,32,34.17,30.08,34.14,24.67,58.57,57.64,56.65,53.67,53.64,55.64,50.24,45.19,36.67,43.94,104.51,118.55,100.23,100.41,102.39,-99.99,78.92,104.66,84.25,-99.99,440.24,333.41,590.6,359.75,417.34,350.3,344.95,279.62,-99.99,-99.99
192709,-99.99,0.14,2.35,1.03,1.3,1.2,1.37,1.29,0.92,1.01,5.66,2.66,5.24,3.84,2.9,3.33,3.2,3.31,3.52,3.17,6.58,6.66,6.92,5.86,5.66,5.95,6.46,6.91,5.98,7.35,11.19,10,10.78,8.96,9.25,9.44,9.14,11.35,9.87,11.55,12.57,11.7,14.47,13.49,13.91,12.9,13.87,12.4,12.57,11.32,21.23,20.17,19.98,19.05,19.81,20.05,20.54,14.98,18.53,21.41,28.62,30.31,34.65,33.71,28.44,31.7,32.59,29.65,32.87,24.59,65.11,59.51,56.97,57.28,54.52,56.1,49.18,43.75,32.01,39.25,107.38,118.22,101.71,102.94,100.69,-99.99,79.26,103.82,87.54,-99.99,469.35,348.59,594.86,360.3,422.53,345.66,352.8,273.03,-99.99,-99.99
192710,-99.99,0.2,2.27,1.12,1.18,1.38,1.4,1.44,0.85,0.96,5.07,2.78,4.7,3.64,3.03,3.21,3.11,3.22,3.59,3.31,6.68,6.57,7.12,6.95,5.62,6.06,6.24,6.73,5.86,7.2,11.21,10.39,11.49,9.2,9.55,9.82,9.59,11.76,9.91,11.55,12.56,12.19,14.3,13.55,14.25,12.92,13.37,12.83,12.46,11.39,21.17,21.59,19.57,19.02,19.74,20.05,21.48,15.35,19.97,25.26,30.04,32.24,35.9,35.41,30.35,32.84,32.56,31.63,36.9,25.66,66,62.25,57.79,58.29,55.05,58.76,50.31,48.11,39.58,42.17,112.21,121.12,104.43,107.25,105.92,-99.99,78.9,108.48,92.44,-99.99,508.29,354.13,619.3,362.26,449.64,356.08,367.38,282.31,-99.99,-99.99
192711,-99.99,-99.99,1.78,1.02,1.3,1.27,1.3,1.53,0.77,0.95,4.32,2.78,4.22,3.44,2.96,3.09,2.89,3.07,3.33,2.69,6.59,6.99,7.31,6.5,5.05,6.08,5.57,6.43,5.62,7.12,11.38,10.69,11.5,9.1,9.36,10.42,9.72,11.16,8.78,11.48,12.03,11.93,14.39,13.21,14.42,12.54,12.75,12.32,11.01,10.61,21.29,21.26,18.28,18.86,22.15,19.01,20.86,14.01,17.92,22.6,29.96,34.26,34.08,33.89,28.89,32.98,31.48,30.85,32.87,21.88,65.73,60.8,58.51,56.67,51.37,57.27,48.65,43.27,35.99,37.48,112.1,111.74,101.15,104.1,100.4,-99.99,75.16,102.16,78.99,-99.99,482.17,352.01,603.62,354.73,431.5,340.59,333.22,274.02,-99.99,-99.99
192712,-99.99,-99.99,2.11,0.99,1.33,1.57,1.62,1.8,0.88,1.09,4.62,2.98,5.06,3.79,3.56,3.59,2.8,3.36,3.68,3.05,7.39,10.28,8.89,8.37,6.7,6.1,6.56,7.31,5.95,7.88,13.56,11.3,13.09,9.39,10.39,10.5,10.34,11.61,9.74,11.21,13.05,12.08,15.55,13.81,15.55,13.1,13.28,13.07,12.66,12.44,22.63,23.39,20.16,20.67,24.18,21.19,22.29,15,18.77,24.66,31.24,36,38.52,37.21,28.45,34.11,35.09,33.41,35.83,24.54,72.35,65,62.1,60.6,56.75,63.23,49.11,49.98,38.75,38.97,121.02,119.91,111.95,113.14,106.87,-99.99,78.74,110.16,85.37,-99.99,508.94,374.39,638.02,367.1,453.38,359.87,361.54,282.17,-99.99,-99.99
192801,-99.99,-99.99,1.76,1.01,1.69,1.73,1.73,2.02,0.85,1.05,4.17,3.12,5.23,4.06,3.56,3.44,2.8,3.4,4.14,3.22,8.19,10.14,8.95,7.69,6.52,6.67,6.19,7.69,5.9,7.63,15.05,10.65,14.43,9.78,10.41,10.55,11,11.82,10.11,11.55,12.96,12.96,16.32,13.61,16.78,12.57,13.46,13.07,13.26,12.3,23.19,24.4,21.24,21.62,25.34,21.46,23.13,16.17,19.61,30.34,31.57,35.68,37.13,38.07,27.91,34.37,35.78,37.4,36.37,22.95,72.6,63.85,68.04,63.65,60.24,66.47,49.07,49.07,38.02,38.14,128.92,122.58,120.08,114.27,110.87,-99.99,80.61,114.86,94.23,-99.99,522.64,375.77,635.37,361.35,455.03,360.85,371.42,280.55,-99.99,-99.99
192802,-99.99,-99.99,1.39,1.29,1.6,1.72,1.84,2.02,0.92,1.39,3.73,2.93,5.81,4.47,4.14,3.62,2.66,3.55,4.47,3.21,8.95,9.85,9.68,7.95,5.99,6.83,5.9,8.32,5.89,8.13,15.18,10.6,15.25,9.57,10.22,11.04,11.14,12.59,9.73,12.26,13.51,13.47,16.59,13.9,18.15,13.21,13.76,13.57,12.59,11.38,24.27,25.68,21.61,22.49,24.14,22.4,23.32,16.29,19.14,27.8,32.23,36.76,36.31,38.02,28.91,36.1,36.57,37.02,38.61,21.94,73.95,63.81,68.82,65.26,58.99,65,51.82,47.41,44.62,34.52,128.38,129.19,120.44,114.42,112.19,-99.99,84.5,111.41,89.46,-99.99,510.42,368.81,634.08,350.48,447.58,360.55,361.1,276.31,-99.99,-99.99
192803,-99.99,-99.99,1.31,1.19,1.5,1.6,1.9,2.05,0.95,1.37,3.58,3.12,5.87,4.17,3.93,4.34,2.77,3.65,4.24,2.9,8.38,10.24,8.9,8.06,5.5,6.65,6.39,7.85,5.52,7.95,13.89,9.81,14.85,9.58,9.97,10.99,10.74,12.52,8.55,12,12.2,12.49,15.88,14.04,17.27,13.31,13.13,13.08,12.27,10.32,24.08,25.02,21.95,21.61,22.78,22.2,23.64,15.37,18.19,25.58,33.55,35.65,34.8,36.76,28.36,36.28,34.23,36.91,30.97,20.62,69.05,58.56,68.83,62.77,57.5,61.73,51.17,45.1,43.84,33.59,127.43,126.35,117.33,111.88,109.1,-99.99,81.36,107.55,88.22,-99.99,509.87,366,630.29,352.31,445.34,356.47,348.76,274.01,-99.99,-99.99
192804,-99.99,-99.99,1.51,1.24,1.49,1.73,1.86,1.95,1.01,1.51,6.26,3.12,5.88,3.88,4.59,4.04,2.69,3.54,4.74,2.92,8.82,10.94,9.51,9.18,5.51,7.23,7.33,8.54,5.81,9.43,13.38,10.5,16.5,10.75,10.6,11.71,11.08,13.48,10.24,12.11,12.45,13.59,16.79,15.46,19.55,14.07,14.22,13.31,14.01,11.52,24.86,27.22,23.1,25.84,25.49,23.28,23.69,14.99,19.13,29.55,35.7,36.61,36.06,40.14,29.44,36.86,37.3,37.74,33.66,21.34,91.31,64.01,77.81,65.59,63.36,64.66,54.93,48.47,50.05,36,136.53,136.52,125.38,117.81,113.14,-99.99,82.11,115.36,102.97,-99.99,602.28,416.24,657.12,362.21,476.45,376.66,367,289.94,-99.99,-99.99
192805,-99.99,-99.99,1.39,1.62,1.66,2.29,1.9,2.09,1.06,2.05,4.92,3.22,5.8,4.63,6.32,4.13,2.8,3.58,5.24,3.29,8.18,11.64,9.16,14.37,5.59,7.73,7.56,9.12,6.36,10.47,13.36,10.67,20.53,11.81,10.62,12.36,11.72,13.67,11.16,13.76,12.95,14.12,16.8,18.53,21.99,14.97,14.61,14.41,14.85,14.06,26.41,31.09,23.72,26.06,26.01,24.28,24.74,15,20.56,30.4,38.09,40.7,36.73,42.07,33.07,38.33,39.51,37.78,30.33,24.14,90.25,70.14,80.84,74.04,60.94,65.8,58.62,48.32,54.32,37.71,142.71,137.09,128.78,120.51,123,-99.99,84.02,125.5,106.38,-99.99,603.52,430.2,691.96,432.22,519.59,384.36,366.54,300.13,-99.99,-99.99
192806,-99.99,-99.99,1.86,1.5,1.75,2.14,2.42,2,1.22,2.31,5.66,3.91,5.98,4.32,7.08,4.23,3.63,3.94,5.48,3.42,9.11,11.69,9.79,13.78,6.54,8.44,7.82,10.32,6.61,11.08,13.74,10.48,22.55,11.89,11.43,11.77,12.11,13.58,11.05,13.39,16.6,14.28,18.73,17.62,22.4,14.93,14.16,13.66,15.49,12.12,27.08,30.65,25.73,28.29,26.54,24.52,23.76,16.06,19.37,29.81,39.28,41.82,38.11,41.87,32.57,38.05,41.61,40.7,30.94,23.29,98.35,72.11,79.87,72.55,57.09,69.16,56.92,48.71,55.48,40.38,146.84,134.65,128.71,127.79,128.95,-99.99,85.02,122.3,102.25,-99.99,619.68,426.12,718.44,405.35,507.52,381.55,368.34,307.79,-99.99,-99.99
192807,1.93,2.73,2,-99.99,1.36,1.56,-99.99,1.73,1.62,1.52,-99.99,4.32,4.31,4.9,5.13,3.71,4.3,4.5,3.82,4.09,7.78,7.42,7.05,7.88,7.31,6.53,7.37,6.9,6.72,6.81,12.57,11.41,9.33,11.15,11.46,11.08,11.16,11.19,10.88,11.89,17.01,16.32,16.91,16.26,16.74,17.83,15.96,16.62,16.39,16.67,24.27,24.39,26.13,25.44,24.94,24.86,26.08,22.92,24.17,22.98,34.59,36.87,39.69,36.59,32.7,37.42,37.01,40.04,31.58,40.8,57.38,69.89,62.76,60.82,62.58,72.71,62.57,61.58,69.23,52.06,138.05,125.43,134.19,149.47,101.55,109.35,130.32,112.07,100.85,-99.99,595.49,393.57,277.64,630.97,423.44,589.2,295.12,315.22,236.22,-99.99
192808,2.1,2.75,1.7,-99.99,1.42,1.57,-99.99,1.62,1.53,1.5,-99.99,3.72,4.7,4.93,5.48,3.9,4.48,4.55,3.76,4.2,7.28,7.37,6.87,7.43,7.11,6.83,7.34,7,6.56,6.42,13.77,11.54,8.65,10.77,11.37,10.6,11.18,11.3,10.79,11.58,16.61,16.87,16.66,17.02,16.88,17.7,15.65,16.48,16.22,16.37,23.91,24.71,25.36,25.4,24.29,24.82,25.4,24.29,24.83,26.12,34.63,38,39.73,36.25,31.87,37.99,36.98,40.42,32.44,41.68,56.46,70.59,62.49,60,63.25,74.15,62.83,64.96,69.98,50.51,141.25,126.43,136.13,146.61,101.72,112.04,131.6,110.76,101.61,-99.99,599.5,423.17,279.13,628.46,419.16,591.23,293,311.93,238.08,-99.99
192809,1.95,3.11,1.98,-99.99,1.38,1.63,-99.99,1.6,1.64,1.48,-99.99,4.47,4.66,4.83,5.82,4.08,4.63,4.62,4.33,4.11,7.19,7.7,7.35,7.34,7.46,7.11,7.56,5.98,6.93,6.63,15.36,12.55,8.91,11.25,11.55,11.28,12.39,11.54,11.26,12.6,17.95,17.95,17.19,17.71,18.99,17.73,16.46,16.73,17.8,17.06,25.52,24.74,27.92,28.46,26.29,26.97,27.04,24.88,26.39,30.88,38.22,43.33,43.54,36.93,33.28,37.47,39.53,44.18,35.61,44.91,61.1,76.53,69.05,64.41,69.12,77.06,65.65,71.89,71.18,60.55,152.85,136.85,142.49,149.85,117.04,118,133.93,116.29,107.95,-99.99,644.44,482.63,306.28,664.71,440.68,611.13,303.97,331.77,246.14,-99.99
192810,2.08,3.59,2.2,-99.99,1.39,1.78,-99.99,1.77,1.87,1.61,-99.99,4.17,4.74,4.95,5.8,4.18,4.43,4.66,4.95,4.75,7.34,7.74,7.47,7.25,7.74,7.89,8.23,6.24,7.13,7.62,15.66,13.28,8.88,11.73,12.41,11.29,13.05,11.76,13.52,13,19.45,19.49,18.37,17.98,19.16,17.95,18.13,16.29,18.26,17.43,25.34,25.06,30.5,28.51,29.33,27.6,29.67,27.36,27.4,31.18,40.56,48.14,45.44,36.64,33.38,38.17,39.69,45.74,40.95,43.88,65.18,77.06,77.51,66.44,70.55,80.54,67.11,76.07,75.47,61.17,155.33,139.7,145.03,152.47,122.45,119.72,132.27,119.93,118.37,-99.99,662.94,498.27,306.19,666.29,452.28,619.62,301.35,339.47,252.96,-99.99
192811,2.03,3.51,2.23,-99.99,1.58,1.69,-99.99,1.79,1.88,1.71,-99.99,3.87,4.44,4.82,5.98,4.36,4.68,4.79,5.71,4.82,10.75,7.74,7.9,7.14,7.9,8.16,8.55,6.12,7.19,7.28,18,13.31,8.61,12.28,12.85,11.15,12.63,12.28,14.39,11.67,20.59,22.45,20.19,19.18,20.03,17.76,19.2,16.19,18.78,16.46,25.05,26.81,31.74,29.1,29.12,29.26,29.98,25.36,26.44,30.38,39.2,48.19,46.74,38.19,31.7,38.42,39.6,49.99,39.15,39.04,65.69,80.04,73.18,65.49,69.73,76.89,67.61,84.61,76.16,55.89,154.81,142.34,141.83,148.51,131.57,124.29,130.18,118.34,129.45,-99.99,673.42,502.63,315.76,694.77,454.85,624.4,295.48,341.77,245.52,-99.99
192812,1.89,3.47,2.75,-99.99,1.78,1.93,-99.99,1.94,2.31,1.86,-99.99,4.62,6.46,5.02,6.12,4.73,5.94,5.23,6.3,5.5,12,8.42,8.24,8.11,9.3,9,9.72,6.38,8.46,7.87,19.98,13.48,8.56,13.26,14.18,11.93,13.59,14.75,15.16,12.78,22.68,24.46,22.2,20.39,22.41,19.68,21.62,16.8,21.78,18.9,27.29,28.44,33.87,33.95,35.58,34.82,36.74,28.62,29.23,33.82,46.04,50.42,51.31,44.24,33.3,42,42.48,54.89,46.09,41.38,70.99,89.46,82.1,72.22,76.82,83.4,74.92,85.02,88.41,60.24,164.51,154.8,156.23,163.66,151.04,129.21,136.18,130.38,156.91,-99.99,740.12,611.79,344.53,770,553.13,709.28,314.11,389.62,276.52,-99.99
192901,1.9,3.26,3.45,-99.99,1.55,1.92,-99.99,1.74,1.98,1.56,-99.99,4.17,5.38,4.9,5.6,4.58,5.72,5.25,6.73,5.31,11.63,7.75,7.59,7.88,9.42,8.21,8.91,5.92,8.52,7.73,19.06,12.84,9.27,12.79,14.66,11.81,13.71,13.9,15.46,12.45,23.75,27.22,21.89,21.18,22.24,21.69,21.29,17.04,20.21,20.72,28.04,27.79,33.62,33.51,35.89,33.88,38.52,27.62,27.88,40.81,44.81,55.67,56.76,43.81,28.29,41.95,43.54,54.82,45.32,40.21,67.64,94.45,82.92,73.28,79.28,78.87,72.17,92.73,86.37,54.65,172.71,156.46,153.22,163.9,155.31,125.12,137.74,130.49,158.75,-99.99,741.91,589.21,348.38,776.74,548.28,697.29,311.25,396.6,269.08,-99.99
192902,2.07,2.81,5,-99.99,1.5,1.91,-99.99,2.06,2,1.62,-99.99,4.62,5.49,4.65,5.18,4.37,6.32,5.2,7.24,5.55,10.52,7.83,8.14,8,9.8,8.05,8.05,5.75,8.33,7.79,20.32,13.55,8.49,12.81,14.99,11.88,14.92,13.53,15.46,13.18,23.45,27.58,20.28,22.63,21.78,21.14,22.48,17.55,20.14,20.95,28.9,28.34,41.49,32.1,33.72,31.85,38.1,30.04,28.33,45.28,45.16,59.2,58.22,46.69,27.04,42.87,44.55,57.61,44.98,44.61,69.38,101.1,85.03,79.12,84.31,77.67,75.7,83.93,84.44,58.89,176.08,168.5,163.29,175.26,174.09,136.55,141.68,139.33,157.58,-99.99,795.09,609.96,375.75,870.11,553.94,704.91,325.04,414.9,272.8,-99.99
