,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,BIG HiBM
192607,-99.99,12.3656,-99.99,-20.6349,-6.4864,-4.7429,-4.8812,15.7276,-1.6398,-2.447,6.2133,-6.148,-21.9512,9.484,-99.99,-0.554,0.7712,-3.2909,-3.2603,14.593,0,3.2699,4.4284,-0.1284,-0.8913,-99.99,-1.8286,-4.5665,-4.6103,-0.3,-0.3358,4.2708,4.586,-99.99,-0.2891,3.2842,-0.8748,-1.3381,-0.5026,5.2179,7.2196,-4.8072,1.1801,2.5257,-5.4291,8.9123,0.9222,0.071,0.9107,-3.9427,2.4868,4.1679,1.4387,8.8176,2.5164,-2.8215,0.1861,10.842,-0.7369,-2.5705,1.4644,-0.1567,-0.4597,0.758,4.1324,5.0852,0.9516,-0.99,3.6405,6.6667,2.7105,1.6162,0.9054,3.1837,-0.3353,-0.0147,-0.7027,1.8257,6.1785,-7.0707,9.3112,1.4838,2.5728,1.734,0.9794,1.5647,5.8094,1.2732,0.2578,-99.99,3.3411,1.182,19.0161,1.4227,1.9459,2.4834,3.1644,0.3378,0.8576,-99.99
192608,-99.99,2.9904,-99.99,8,6.7495,-3.5639,-4.1188,-1.6529,-5.3824,9.6015,-3.8814,0.9402,-1.7857,-11.7706,-99.99,3.6885,-1.8272,4.7806,4.9269,16.881,9.0909,-4.6449,-2.86,-3.061,5.5264,-99.99,-1.9842,0.6204,6.2385,-1.2011,2.1995,6.2185,1.5456,-99.99,0.9828,8.1389,-3.8629,4.706,17.2964,7.3463,0,-0.6989,0.592,2.6684,4.3619,2.2181,4.1654,4.1134,6.7684,-8.209,-0.7572,-1.9423,5.3918,-0.2244,4.8037,0.1177,4.6223,4.7061,16.5042,4.6858,1.7406,0.8294,5.6723,1.434,2.6647,-1.5868,-4.0697,5.6221,7.2931,7.1875,0.5993,1.8417,4.0947,3.3543,0.8871,4.4505,1.8805,7.2365,9.9138,-6.5217,-0.2964,-2.1657,2.4983,0.2914,3.1465,0.1486,3.3038,2.9936,4.161,-99.99,0.2379,3.9628,8.5675,3.0099,1.1427,3.0263,6.0936,6.0606,11.2245,-99.99
192609,-99.99,-18.583,-99.99,-3.7037,-5.0512,-2.1739,-4.5714,-10.61,0.4919,7.7448,-3.2288,-9.9392,-18.1818,5.161,-99.99,-7.4211,-0.699,1.3569,-2.5761,-0.1202,0,-7.7301,-1.0152,1.336,0.2085,-99.99,2.7735,-0.9126,-7.7273,-1.4363,3.1661,-2.944,-4.0766,-99.99,0.6955,2.5148,-3.9363,-4.2826,13.8454,1.3062,-2.6032,-4.8293,-1.2554,1.1797,-1.5038,-0.0561,0.0422,8.102,-9.0932,-0.813,2.261,0.0357,0.2465,1.8412,-1.7552,-3.4737,4.3049,-1.0069,0.008,-3.7689,-3.7626,-8.6612,-2.6256,2.9629,-3.3528,-1.0843,2.4704,2.7003,-2.9263,-2.9155,7.391,2.1956,-1.5888,0.3785,-1.1261,-1.9536,1.884,-0.8549,5.4902,10.0775,-0.739,-4.2981,0.254,0.2092,0.2164,1.482,-2.3225,0.0998,-3.9329,-99.99,-0.392,-1.9836,10.7849,0.8073,-0.9185,1.0889,-0.5436,-0.9524,-1.0703,-99.99
192610,-99.99,-4.1369,-99.99,-11.5385,-5.3996,-17.7778,3.5554,-9.2233,-9.1593,-1.7461,-12.2657,1.6526,-0.5682,-3.8,-99.99,-2.246,0.4524,14.9297,-5.9461,2.3476,-8.3333,-7.1247,5.0883,-2.1933,1.3107,-99.99,-5.8225,-13.5563,-1.775,-5.9711,-0.3711,1.0839,-7.6806,-99.99,-3.0239,-13.9753,-10.0353,-5.7312,15.6581,-5.4822,-1.7152,-5.6603,-3.7343,-3.8842,-2.3652,-1.7738,-3.1612,-3.444,-4.9226,33.6066,-3.992,-8.4624,-1.4538,1.2373,2.2984,1.367,-2.6957,0.4865,-7.4346,-3.0871,-0.1806,-2.5685,-3.0921,-0.114,-2.6638,-1.1327,-3.6147,-4.2995,-9.6829,-9.6096,-5.8282,-2.8168,-0.791,-3.9582,-1.4841,-2.6982,-2.5735,-2.6206,-3.9033,8.0986,-2.1656,-2.9408,-2.0171,-3.5704,-7.1391,-2.1752,-2.7883,-5.1432,-7.9336,-99.99,-4.32,-0.648,-6.6205,-0.5337,-1.5745,-1.9202,-5.3535,-0.9615,-3.9246,-99.99
192611,-99.99,-8.2589,-99.99,34.7826,1.2296,0.2027,-4.8789,-3.201,-1.8459,-2.5421,8.6111,-6.9268,-14.2857,9.2242,-99.99,2.8805,-10.2423,-1.1628,4.6715,-0.4082,9.0909,-11.0624,-1.3834,-7.8473,3.3023,-99.99,-8.0027,17.4362,1.4208,-0.2638,8.0437,5.0822,3.625,-99.99,3.4817,1.8242,8.0026,2.6864,-4.097,9.8657,6.5592,2.2618,3.4694,7.5853,3.6202,-1.8774,10.4231,3.3522,2.5899,-16.5644,1.5527,-0.396,3.336,3.6326,4.9476,-1.9048,5.7373,2.917,8.2634,4.2034,-1.4777,1.717,0.5162,5.3097,3.8174,1.8673,10.159,12.6109,1.2849,1.6611,2.7622,5.6119,2.3653,2.7008,5.0082,3.2258,1.0784,0.6269,5.2224,-0.6515,5.0819,4.4418,2.3443,6.3855,2.2986,8.1999,3.9526,3.1785,1.7381,-99.99,6.9978,-0.0541,0.4585,2.9192,1.1447,0.8811,3.6576,3.7217,3.268,-99.99
192612,-99.99,6.8938,-99.99,-3.2258,3.9414,3.1018,-3.0395,0.7547,-0.9527,-2.3036,18.01,2.8754,17.3333,-5.2896,-99.99,-0.9964,1.1932,7.1354,-2.3045,6.5609,16.6667,2.2511,-5.3106,9.6696,3.9027,-99.99,1.3215,6.1106,4.284,6.9644,0.5907,4.7139,3.8679,-99.99,-1.3931,3.8978,1.402,3.0538,1.9345,6.6562,2.9035,-0.6403,1.4541,3.17,3.754,-0.866,1.9147,0.911,1.2813,10.2941,-2.7936,-1.7495,0.1631,8.7147,-2.1708,-2.7576,3.2563,4.568,0.9526,0.8912,3.9645,7.0721,1.5429,0.633,-4.7066,1.2785,2.5153,-2.4093,-2.5967,0.3268,3.1754,2.4087,2.0546,3.9776,1.4935,4.7562,4.1125,5.7698,1.2868,4.918,2.5277,2.3404,1.615,0.8981,3.5285,5.5354,6.7631,3.7019,4.5075,-99.99,0.6353,1.9527,8.2181,1.542,0.3626,3.0192,6.7556,3.4321,0.6329,-99.99
192701,-99.99,19.7269,-99.99,-13.3333,-7.0051,-12.4918,13.8715,1.336,-7.2595,5.0303,-0.6128,-2.9429,-26.7442,-3.8446,-99.99,-2.5865,-2.6897,5.3054,3.4778,1.2846,-14.2857,-2.7606,2.1436,-8.6939,0.4501,-99.99,-3.5406,1.2383,0.9949,19.462,2.1567,8.0976,-1.812,-99.99,0.8535,-2.7226,0.9165,-1.7348,16.3633,13.5792,-1.1996,-6.1926,-2.3881,0.3878,-0.9983,-0.0119,3.4148,-0.9498,0.8778,-6.6667,3.3703,-2.9519,-0.895,5.5482,-1.683,-0.457,1.9564,5.1437,5.5692,2.2826,7.393,-0.3222,2.3905,4.3731,2.4213,-2.3622,-0.9416,0.1061,5.7291,9.4463,4.2248,1.0188,1.6147,0.187,-0.379,-0.9554,-0.5396,2.6342,8.7114,7.5,1.426,-2.6883,0.8489,-1.2319,0.7756,8.2028,0.0756,3.1502,3.2019,-99.99,-2.034,0.4719,-0.5543,1.236,-2.7189,0.6319,-0.289,6.3764,5.1118,-99.99
192702,-99.99,11.6603,-99.99,15.3846,-3.4712,12.1076,-4.1982,1.2728,7.6656,9.7958,1.1938,3.2335,-19.0476,1.396,-99.99,12.384,-7.0736,11.7472,6.7907,14.1612,0,2.3452,1.3641,11.9488,15.3751,-99.99,4.0868,-3.0495,2.2004,4.0763,2.8241,1.2424,8.3168,-99.99,6.6948,0.8877,3.9327,6.3412,16.5137,10.2689,5.9885,1.2508,6.1244,4.4808,9.4722,4.2224,8.1168,2.1552,7.4314,-1.4286,5.9087,10.6098,3.9551,9.7134,1.9218,4.1637,-0.1402,13.9339,15.1573,17.1283,5.0307,7.2598,6.9882,5.5864,4.4498,0.9303,10.3386,1.0378,10.4549,23.2143,8.197,2.9835,1.7897,3.7112,0.776,3.6841,6.1458,7.6817,9.3489,7.5581,4.2551,6.9688,5.173,2.3086,1.796,1.6898,13.51,10.7835,4.7506,-99.99,4.1773,0.8746,9.0932,3.1698,4.3508,3.0109,3.1979,3.5088,7.5988,-99.99
192703,-99.99,15.3235,-99.99,46.6667,-6.2271,-17.8667,-9.6264,2.771,-17.3873,-3.4112,6.3237,2.0507,5.8824,-7.5573,-99.99,-5.7133,0.2485,-3.3909,0.3153,-3.8372,-16.6667,-3.5886,-13.0435,4.7482,-0.687,-99.99,-8.9589,-9.6533,4.4571,-1.2926,-5.1629,3.9835,-1.3656,-99.99,-1.053,-6.2755,5.2375,-1.6732,-12.9018,1.9823,7.7622,-3.4075,-4.2256,-1.636,-7.9023,-2.5359,3.474,-6.277,-9.187,-2.1739,-1.3375,2.2938,-2.2232,-8.682,-0.8517,2.9537,-1.1487,-3.4532,-7.3529,-3.259,6.9413,-7.916,0.4676,7.3314,5.6383,-0.1307,-1.7368,-2.451,-2.2686,7.7295,-5.9619,-0.192,-0.8933,-1.36,-3.136,-2.6607,0.2487,-2.6598,10.229,6.2162,1.608,-1.002,0.3472,-6.1937,0.0699,3.9558,-4.5034,-5.5728,-6.5285,-99.99,0.8022,0.1388,5.1636,2.2497,-2.3685,1.7224,2.4403,-1.6949,-1.5537,-99.99
192704,-99.99,8.8583,-99.99,1.1364,-4.6012,-7.1429,-2.7027,8.1921,34.4734,1.0982,7.7298,-3.7288,14.8148,7.8143,-99.99,7.0722,2.9178,3.9016,-0.1223,10.0348,5,-2.3088,-0.7177,-3.4872,-0.2814,-99.99,-3.1571,0.6996,1.2829,5.047,-5.3158,-0.5056,-7.9382,-99.99,-1.3117,2.2253,0.0763,-0.5208,14.0001,2.7355,1.7344,-0.2305,-1.9439,0.313,-0.1832,-4.6662,7.0598,0.8746,4.2199,0,-5.0806,-1.4223,5.14,3.7938,-0.9405,-0.7957,-0.4249,2.3457,10.3464,-7.029,-0.0727,-5.9572,1.263,2.7556,5.5955,-1.2318,3.7698,0.1192,6.7555,-4.0359,-0.9431,1.8503,5.6546,0.0337,-2.0705,-2.8248,0.0464,-3.7265,11.5169,5.0891,2.6969,1.6559,2.7788,-4.13,1.3825,-1.1903,-2.364,-3.7516,-6.0804,-99.99,5.3783,-1.1282,5.344,-1.4873,-1.9513,1.283,0.3805,-1.1494,-1.4556,-99.99
192705,-99.99,1.9892,-99.99,-8.9888,3.4402,6.1189,22.549,7.422,22.2366,7.2096,12.8193,-3.9306,-4.8387,13.9221,-99.99,-0.0469,12.2784,19.3105,13.9601,5.7108,-4.7619,8.1145,-7.2289,2.3445,7.8371,-99.99,0.2514,6.8652,6.2676,28.9237,-1.9593,16.6318,5.9817,-99.99,2.3056,9.3836,8.242,11.1165,9.2065,12.3918,7.8034,-2.9497,5.6924,2.9682,3.1091,4.8257,-4.3306,1.8758,32.6672,50.7407,3.7543,2.6495,6.9496,16.1384,6.4335,7.4879,1.4691,21.3386,6.049,3.8238,6.3707,1.4525,5.4331,10.496,2.3472,2.7776,8.4796,4.0085,9.6687,5.3738,3.6966,6.0883,8.6358,4.0316,3.7809,5.1194,9.1679,4.6868,7.0529,6.5375,5.9766,7.3782,5.6609,7.5333,5.2833,4.4625,8.4454,9.2237,4.2703,-99.99,5.8871,4.6559,4.6294,3.8414,5.7315,5.5449,4.3,6.9767,5.1699,-99.99
192706,-99.99,10.4651,-99.99,-16.0494,-5.7443,-15.6507,-4.2667,17.0385,-10.3638,-1.2371,-4.9571,-5.801,-32.2034,21.3941,-99.99,-5.3232,-1.9475,-5.6241,-8.4375,-1.3618,0,2.4626,14.9675,2.1027,4.671,-99.99,-0.8789,8.419,-3.7858,-4.0073,-3.2795,8.8019,0.43,-99.99,0.2979,14.1176,6.6105,-7.3588,-16.1739,-5.4796,0.4035,-1.5628,-7.9215,1.8617,-7.3969,1.0658,-4.7426,-4.7316,6.7612,2.2113,0.3963,-2.8495,-2.2079,-7.8147,2.9445,-1.4182,-2.2716,5.8747,-1.9856,2.0628,2.5015,0.7993,-3.9229,-0.7399,-3.0224,-2.798,-1.8755,-2.0308,5.7846,-5.5432,3.7778,-0.8543,-3.6055,-3.3653,-2.9412,-4.7602,1.8889,-9.3469,6.2353,-5.4545,0.0745,-5.3466,-4.6945,-5.393,-2.6674,-4.2879,-2.8001,-1.4162,-8.851,-99.99,1.0884,-0.3303,-2.2949,-2.9024,-2.8188,-2.4506,-3.4548,-1.4946,-2.6685,-99.99
192707,-99.99,50,27.6786,28.1205,4.4961,9.614,17.6759,-0.2988,7.5131,0.6867,31.25,13,15.2549,-1.0709,4.4665,3.5127,1.9388,0.5175,9.6569,0.5956,8.7131,4.9433,3.7701,0.6183,-0.4034,2.4404,3.7914,8.7709,4.698,6.3916,5.7117,4.8317,0.0877,20.0133,1.2556,12.5531,6.3387,8.2084,-0.8302,4.5802,8.1818,-4.1754,9.7702,3.5773,6.9846,1.313,3.4441,3.9342,1.3252,-2.2659,4.4897,5.241,6.4222,3.4038,12.2874,3.3017,4.3944,-2.4647,3.4244,22.5558,9.851,3.2941,4.5075,11.7976,4.8497,2.7523,10.3794,7.7604,8.0353,-4.9158,8.1254,5.9617,9.1885,2.3521,14.3648,7.2709,5.4374,8.3781,-1.8182,3.7736,8.286,6.7706,6.7182,6.8892,2.4643,-99.99,4.6072,4.2703,13.4463,-99.99,12.4838,11.4151,6.439,2.0103,6.0385,8.834,10.7959,8.2214,-99.99,-99.99
192708,-99.99,-16.6667,4.1958,-7.7828,-7.2552,1.5761,-5.979,3.1968,-5.1882,0.3831,20.6349,-1.7699,1.4706,10.6982,-3.0629,5.0486,1.5348,-2.1787,2.8131,1.1738,0.3023,-3.9371,3.7398,-3.9549,-3.0329,0.0464,-2.9666,-0.3594,-3.564,5.6088,0.224,2.6582,13.8903,-18.8704,0.7206,-6.3433,-4.1966,6.2325,13.1509,12.4088,-3.8042,-1.2462,3.3816,-0.1491,-2.5159,2.8545,0.9104,-4.7049,-1.9319,-7.3474,2.3923,-0.6942,1.211,2.5763,12.7474,3.3384,-1.8953,-7.1533,-3.3934,-8.0248,-2.3475,0.1125,4.7471,1.9327,3.8411,-0.7709,-4.6318,0.2548,-3.73,-0.3364,11.5654,3.6062,0.8185,7.158,1.6387,1.1475,-1.8387,-2.849,-12.6984,-10.6834,3.2851,-0.2146,2.1753,2.5285,-1.1227,-99.99,0.4227,-0.5093,3.9099,-99.99,7.2063,4.5507,0.9115,0.7966,1.8347,-0.9084,3.129,-1.8595,-99.99,-99.99
192709,-99.99,40,-3.3557,8.8342,-8.2259,14.4881,2.1046,11.1326,-7.4871,-5.0135,-10.5263,4.5045,-10.4611,-5.1825,6.2871,-3.22,-2.6573,-1.7392,1.96,4.5596,1.46,-0.6793,2.8045,19.9531,0.6514,2.0378,-3.4886,-2.4392,-1.4374,-2.1223,1.0615,4.6519,6.8947,4.4184,3.9957,4.7409,5.2558,3.9775,0.9463,0,0.7822,5.0878,-0.1028,0.6894,2.98,1.7026,-3.1252,3.8971,-0.8969,0.563,0.7026,8.3445,-0.257,0.2713,0.1661,0.0178,5.5257,3.1913,7.7992,17.978,5.9573,7.148,3.9039,5.5197,7.0614,4.4877,0.705,6.6708,12.2576,4.3592,1.4748,4.9425,1.9486,2.4352,2.831,5.5595,2.7978,10.2707,23.6364,7.4389,4.9386,3.2467,3.4416,4.789,5.7208,-99.99,1.0754,4.668,5.5923,-99.99,8.5267,2.0547,4.9269,0.8694,6.9719,3.5641,4.2612,3.8734,-99.99,-99.99
192710,-99.99,-14.2857,-21.5278,-8.954,9.7203,-7.6811,-7.4346,6.9686,-9.2227,-6.4482,-14.7059,2.069,-10.1432,-5.2767,-2.2924,-3.7449,-7.0657,-4.7382,-7.2035,-18.6379,-1.259,6.4482,3.4773,-6.5753,-10.1599,0.7959,-9.7499,-4.4407,-3.9487,-1.0367,1.5059,2.8656,0.3164,-1.0358,-1.6055,6.8631,1.3122,-4.7201,-11.4226,-0.6494,-4.25,-2.1102,0.8885,-2.2408,-1.9417,-2.9708,-4.2558,-1.9947,-11.0415,-6.8355,1.0228,-1.5106,-6.5681,-0.5057,12.3537,-4.5554,-2.5044,-8.232,-9.9961,-10.5145,0.2107,6.7105,-4.8385,-4.2742,-4.827,0.4105,-3.332,-1.8495,-10.9039,-14.742,0.0044,-2.0371,1.3569,-2.5537,-6.6786,-2.3056,-3.2856,-9.6304,-9.0686,-11.1182,0.0399,-7.5889,-3.1384,-2.5066,-5.0151,-99.99,-4.7434,-5.4092,-14.5457,-99.99,-5.0095,-5.8683,-2.0991,-1.7899,-4.0329,-4.0769,-9.1364,-2.937,-99.99,-99.99
192711,-99.99,-99.99,18.5841,-3.1863,2.1406,23.4762,25.0377,17.0603,14.3495,14.6592,6.8966,6.8966,20.0121,10.0163,20.5559,16.9981,-2.7899,9.9353,10.5396,13.2217,12.1684,47.0775,21.7039,28.8633,33.4009,0.4255,17.8034,14.5956,5.8087,10.68,19.2308,5.8706,13.9106,3.1545,10.9493,0.7422,7.8149,4.0298,10.922,-2.2876,8.5497,1.962,8.3675,4.8712,8.1671,4.4539,4.5751,6.1071,15.0108,17.3095,6.4142,10.0216,10.2366,10.0877,9.1283,12.189,7.0852,7.3168,5.3395,9.373,4.2938,5.1001,14.2161,10.2453,-0.897,3.7345,11.4748,9.9341,8.9882,12.1704,10.6756,7.245,6.3737,7.3439,10.4653,10.7093,1.2091,15.8607,7.6819,3.9607,8.5812,7.3771,11.2564,8.6865,6.9955,-99.99,4.7718,8.0514,8.0776,-99.99,7.0977,6.3573,5.6995,4.1396,5.7341,6.0878,9.3805,3.4842,-99.99,-99.99
192712,-99.99,-99.99,-16.4179,1.9304,28.011,10.0637,7.1132,12.487,-3.7982,-3.43,-9.6774,4.8387,3.2637,7.0922,1.3939,-3.7627,-0.0608,2.1102,12.4609,5.624,10.9471,2.1742,0.6841,-7.1362,-2.8119,10.1313,-5.5754,5.179,-0.6585,-3.2159,11.7051,1.0655,10.676,5.9242,0.7613,1.2948,6.638,2.1299,4.2941,3.01,0.1733,7.8789,5.9144,-1.0262,8.6635,-2.885,1.8621,0.7489,4.7849,-1.1283,3.3096,5.2339,7.1196,5.038,5.4858,1.726,5.1234,7.9639,4.4568,23.0224,2.153,0.2195,-3.3457,2.7486,-1.5803,1.5962,2.9044,11.9379,1.5099,-6.5021,0.4382,-1.2608,10.5059,5.6978,6.8437,5.9719,0.7746,-1.5381,-1.8773,-2.1089,7.0965,3.3936,8.0612,1.6697,4.0865,-99.99,3.9182,5.01,10.3769,-99.99,2.9508,0.8001,0.3469,-1.2474,1.0107,0.8017,2.7329,0.4371,-99.99,-99.99
192801,-99.99,-99.99,-21.4286,27.7243,-5.2645,-0.4847,6.8199,0.062,8.4117,32.0794,-10.7143,-4.9231,11.0642,11.6125,16.377,5.0209,-4.843,4.5533,8.0917,-0.5292,9.3297,-2.894,8.9538,3.4046,-8.0284,2.8102,-3.7409,8.1794,-0.1129,6.5625,0.8721,-0.4436,5.84,-2.1512,-1.6668,5.3129,2.1776,6.9735,-3.6685,6.1688,4.2099,3.9864,1.9604,2.4191,8.1769,5.1212,2.5974,4.4818,-4.5292,-7.4941,5.1729,5.2556,1.7698,4.3334,-4.6039,4.955,1.1944,1.5725,-2.0761,-8.3453,2.3333,3.4256,-1.9965,-0.1259,3.5803,5.0297,2.4792,-0.4966,6.1758,-4.385,2.0948,0.2726,1.246,2.7545,-1.7032,-2.0167,5.6039,-2.9715,17.3469,-9.5016,-0.1972,5.4562,0.2946,0.4231,1.5159,-99.99,4.817,-2.6147,-5.0648,-99.99,-2.2439,-1.5597,0.0415,-2.5246,-1.6384,0.1864,-2.2587,-1.5107,-99.99,-99.99
192802,-99.99,-99.99,-5.6818,-7.3408,-6.3713,-6.7335,2.7575,1.5499,3.4879,-1.6972,-4,6.5574,1.1602,-6.7188,-5.2262,20.5647,3.9949,2.7329,-5.0704,-9.4875,-6.4273,3.9512,-7.9942,1.338,-8.1378,-2.4308,8.3805,-5.0074,-6.3691,-2.2752,-8.522,-7.4913,-2.379,0.1354,-2.4726,-0.434,-3.2444,-0.5368,-12.1417,-2.1407,-9.7066,-4.2818,-4.2412,1.2556,-4.6335,0.7378,-4.1894,-3.554,-2.5166,-9.3092,-0.7235,-2.5704,1.5655,-3.4948,-5.6608,-0.279,1.6051,-5.4196,-4.9941,-7.7851,4.1131,-3.0277,-3.2874,-2.7347,-1.2604,0.7708,-6.4156,1.0535,-19.8027,-6.0005,-6.224,-7.7777,0.2084,0.0066,-2.5196,-3.5923,-0.9835,-4.5383,-1.7391,-2.6985,-0.2918,-2.143,-2.093,-2.2171,-2.2646,-99.99,-3.7128,-3.3985,-1.3892,-99.99,0.3866,-0.7634,-0.4195,1.182,0.0509,-0.7292,-2.6017,-0.3245,-99.99,-99.99
192803,-99.99,-99.99,15.6627,4.3022,0.5539,8.025,-1.9868,-4.5177,6.7274,10.3465,75,0,0.0096,-7.0081,18.2462,-6.4988,-2.9371,-1.9585,11.7243,0.777,5.3267,7.4379,6.786,14.8794,0.7607,8.8755,14.7181,8.7878,5.5043,18.63,-2.9703,7.6316,11.3323,13.4237,7.052,7.3132,3.4802,7.9677,20.3106,0.9375,3.0005,9.469,6.5342,10.3772,13.6183,6.8455,8.801,2.3346,14.1685,11.613,4.0663,9.6267,6.8413,19.9927,12.3368,4.8681,0.9882,-2.2521,5.2009,15.5033,7.3474,3.2536,3.8839,9.6219,4.1232,2.3138,9.4846,2.2518,8.7067,3.4631,32.4925,9.6685,13.2659,5.2633,10.8776,5.4829,8.0674,7.4634,14.1593,7.1856,7.5377,8.793,7.5997,5.9721,4.053,-99.99,2.4162,7.7758,16.7279,-99.99,18.4779,14.3411,5.029,3.1426,7.5143,6.1993,5.2307,6.0047,-99.99,-99.99
192804,-99.99,-99.99,-8.3333,30.332,11.3063,32.1228,2.2648,6.9917,4.7774,35.9819,-21.4286,4.3077,-1.2309,19.3881,37.7179,2.1922,4.2313,1.0951,10.4057,12.4339,-6.7178,6.362,-3.3396,56.5962,1.4079,7.2784,3.9113,6.8409,9.5058,11.1069,-0.1402,1.6654,24.5331,10.2969,0.4508,6.1483,5.7291,1.8342,8.9572,13.6223,4.4704,3.923,0.5214,20.1019,12.5231,6.3927,3.0978,8.57,7.1746,22.0209,6.5767,14.2129,2.7096,1.1452,2.3055,4.8164,4.8215,0.5448,7.7936,2.8806,6.9245,11.5748,2.0934,4.8296,12.3326,3.9812,5.9311,0.6273,-9.9172,13.1314,-1.1156,9.9007,3.9798,7.4379,-3.4684,1.9867,6.7339,0.1059,8.5271,4.7436,4.6468,0.5552,2.7135,2.5736,9.0387,-99.99,2.3221,9.179,3.3096,-99.99,0.3549,3.6172,5.5388,19.6179,9.0539,2.3067,0.1758,3.7821,-99.99,-99.99
192805,-99.99,-99.99,34.0909,-3.5122,5.1478,-6.5128,27.4109,-3.8969,15.4112,6.8054,15.1515,21.6418,3.0449,-6.717,11.9933,2.8203,29.5715,10.1978,4.7572,4.0869,11.2981,0.4297,7.2917,-4.1409,17.1505,9.2798,3.4843,13.7287,4.0937,5.7896,2.8545,-1.8171,10.013,0.6652,7.6245,-4.7855,4.5195,-0.6219,-0.9293,-2.7248,28.1588,1.5049,11.5843,-4.7086,2.1945,-0.302,-2.7197,-5.2491,4.3009,-13.7759,2.6072,-1.3978,8.4433,8.8945,2.0105,1.5564,-3.762,7.2652,-5.2976,-1.7487,3.1241,2.7363,4.592,0.1118,-0.9714,-0.3781,5.3302,9.0456,2.0293,-3.521,9.1733,3.1183,-1.0326,-1.8236,-6.3085,5.3689,-2.6738,1.1201,3.0357,7.0851,3.4053,-1.7243,0.3035,6.048,5.2872,-99.99,1.197,-2.4923,-3.8808,-99.99,3.4977,-0.9486,3.9894,-5.6819,-1.8483,-0.341,1.2948,3.0169,-99.99,-99.99
192806,-99.99,-99.99,-27.1186,1.3935,-13.1769,-13.5981,0.2031,-7.1965,-9.5528,-6.3156,-23.6842,-12.8834,-8.1917,-5.1764,-15.6617,-11.1752,-17.8083,-7.0858,-14.0539,0.1023,-4.2582,-7.7519,-6.6526,-16.0404,-17.4621,-9.3072,-11.3099,-9.3071,-10.0582,-5.0014,-7.2338,-4.8294,-9.8178,-2.0132,-4.6629,-10.1197,-8.8534,-3.3724,-8.5139,7.2829,-12.9164,-10.7004,-7.0173,-5.3346,-6.4338,-3.8187,-10.0204,-4.9246,-3.7346,-10.5905,-4.5249,-4.999,-3.1732,-3.2428,-8.2019,-10.0487,-5.0758,-8.2649,-2.3585,-10.2283,-0.4898,-7.851,-3.8334,-6.3906,3.9945,-1.9751,-10.5409,-6.0526,-30.4835,-6.5446,-10.0091,-5.8331,-7.0882,-2.9907,-5.8671,-4.8643,-1.8961,-7.5714,13.4615,0.2284,-3.7729,-4.5673,-1.022,-3.8036,-6.522,-99.99,-3.3989,-3.5752,-9.112,-99.99,-3.0277,-2.2657,-4.0434,-4.2844,-2.9905,-3.3072,-5.7788,-4.4337,-99.99,-99.99
192807,9.0968,0.9174,-15,-99.99,4.7819,0.5719,-99.99,-6.5835,-5.6802,-1.0105,-99.99,-13.7931,9.6369,0.5102,7.6931,5.0378,4.0288,2.3943,-1.5707,2.7647,-6.4257,-0.2871,-2.0383,-5.4032,-2.328,4.6055,-0.4812,1.4721,-2.3908,-5.7671,10.5012,1.3304,-5.5074,-3.3539,-0.4627,-4.2661,1.1327,1.0131,-0.8111,-2.5977,-2.0712,3.3868,-1.1917,4.8126,1.0852,-0.3057,-1.7017,-0.605,-0.6852,-1.7681,-1.1859,1.4966,-2.378,0.2292,-2.3894,0.1109,-2.0092,7.152,2.7196,13.6564,0.2108,3.3144,0.1073,-0.9118,-2.5364,1.5231,0.1164,1.3004,2.7055,2.1583,-1.0368,0.997,-0.3097,-1.2077,1.3663,1.9723,0.4138,5.4987,1.0971,-2.9821,2.3953,1.041,1.7051,-1.9172,1.0725,2.4521,1.5057,-1.1677,0.758,-99.99,0.7901,7.7446,1.0094,-0.2203,-1.0104,0.3803,0.6193,-0.6537,0.7874,-99.99
